"","S44anc","S44Fluct_a","S44Fluct_b","S44Fluct_c","S44S17a","S44S17b","S44S23a","S44S23b","S44S23c","gene_id"
"1",0.90998681146267,1.2780863906698,-0.885913639155355,0.429585888284961,1.81517868940511,1.4220986772962,0.0629895819551741,-0.251498875624169,0.332758390997229,"G_00001"
"2",-0.0247384708781023,-0.1129233553938,0.0656628785586484,-0.279178772135345,-0.39256298834295,-1.20366391865894,0.119410100308545,0.301708043170551,-1.1265980008111,"G_00002"
"3",0.734147920903059,0.873817453708415,0.179272618077537,0.472713585591065,0.441797770552306,0.544289475874423,0.36938446080137,-0.0672879935083062,0.771629348219576,"G_00004"
"4",0.30404614839523,0.980486930178855,-0.0532641272697072,0.479723808409856,0.753356210805714,-0.726452347978097,0.327872084857676,-0.442315721678241,0.540304704295405,"G_00005"
"5",-0.140219601257924,-0.33489340122535,-0.315427917113753,-0.452893460921951,-0.0247353339004993,-0.113288261989603,-0.629947795113051,-0.282457538456349,0.173488650928401,"G_00006"
"6",-0.255370983826212,-0.668974473928746,0.191260507353875,-0.50945058395752,-0.340076432430546,0.04298405741675,-0.291450167338041,-0.0744059351658599,-0.421228812803015,"G_00008"
"7",-0.00731473681920156,-0.0834052144285486,-0.100136449644003,-0.22515944890085,-0.0909141757482027,-0.364637057349251,0.10928985045915,0.275653923504903,-0.1792516764948,"G_00009"
"8",-0.137359609533875,0.0366413532183477,-0.0932241993354081,-0.0471089667661501,0.0356893556945999,-0.170456415858602,-0.187796489405548,-0.116408143166899,-0.039337488048151,"G_00010"
"9",-0.0724867000914508,-1.33497685952066,-1.24014262884315,-0.762962714464239,0.439594868448086,0.505254341518789,-0.143452194159035,-0.845565744500705,-2.62705742940487,"G_00011"
"10",-0.175619402994796,-0.877514585953785,-0.878431480832657,-0.0910741542210003,1.04306024773572,-0.424952323843371,-0.130821529651295,-0.976295817931944,-0.834499167777015,"G_00012"
"11",-0.0369722946842249,0.204064974329903,0.0450321950172457,0.406129327812651,0.495051869975199,0.429009755731147,0.50939397425555,0.260806733187549,0.5220532026773,"G_00013"
"12",-0.0251262305638563,0.144430168159849,-0.106683863290342,0.550622483268564,-0.21516127142705,-0.134296042453711,0.357491500404806,0.362749119805474,-0.146955723867895,"G_00014"
"13",0.257959415047267,-0.289801086092675,-0.224697421622181,0.134501918732175,-0.298096510911375,0.436776125945958,0.430415996662224,0.01452801868429,-0.0938182782988258,"G_00015"
"14",-0.181655606428029,-0.412063859267748,-0.272015383111953,-0.4098053139183,0.101200399728751,-0.764775419203601,-0.139423746355452,-0.1393041616985,-0.466062312761251,"G_00016"
"15",0.668059505267965,1.70013879494478,-0.744405263059497,1.66460483551359,1.69080357998566,1.36508944945301,-0.677865187638684,-1.02990315977643,1.43074284134673,"G_00017"
"16",-0.145196063075178,0.24675045687705,-0.795133647645307,0.298354929716999,-0.539539727344449,-0.011060016640703,0.101624970476401,-0.179277898330451,0.242537107782352,"G_00018"
"17",-1.17252272009523,-0.913993203752802,-0.495099677867407,-0.71648229370315,-0.912780461560201,-0.9705573034908,1.19251516157113,0.55235622189697,-2.07135554090753,"G_00019"
"18",-0.0416496797959041,-0.0545166530007044,-0.290048202614353,0.107443081977774,-0.374981889777949,-0.0598720122448405,0.459439043299939,0.191060495293345,0.0742752179687719,"G_00020"
"19",0.379295149733223,0.740312406509849,1.18489979091725,0.781464043985,0.723456906532798,1.01300609516945,0.41258155800345,0.195283733017999,1.44569948886321,"G_00021"
"20",-0.232842559976609,0.0273396780210007,0.185304254178798,-0.15594830279575,-0.182081793024774,0.0372805725096216,-0.0912041056101825,-0.391029828558995,-0.509128285038151,"G_00022"
"21",-0.114232298901577,-0.195757441468652,-0.138014684726403,-0.328637433161499,0.133305820394,-0.114758650967452,-0.188791413562548,-0.673156021502799,-0.56742322777845,"G_00024"
"22",-0.9062015594259,-1.09795717400444,-0.844603531535896,-1.58716836948515,-1.32416217674331,-0.909565157586501,-1.15572779948951,-1.92211924119833,-0.714978800576083,"G_00025"
"23",1.032864136369,1.7032618163946,1.20762387252811,2.02083105876816,2.48781237544501,3.39511667811369,1.3705480964299,1.07447137878476,2.06931459925273,"G_00026"
"24",-0.493594420226358,-0.399351336069,-0.30972473020409,-1.93871330497948,0.359530873883965,1.19351047600864,-0.509724897086435,-1.17319662783527,0.252706640126525,"G_00027"
"25",-0.412620081574926,-0.268674154696565,-1.69149839706771,-0.438863484542441,0.51957371823956,1.60847330509453,-1.6076466505873,-1.4035069442588,-0.169606400708735,"G_00029"
"26",-0.00406585870207805,0.110968079842349,0.431732253125498,0.150180870491449,-0.186729291439449,0.296914847040897,0.399685596433999,0.57985264513345,-0.306582111600102,"G_00030"
"27",0.130370684431297,-0.196666325880751,-0.136438094490358,-0.00949724808600116,-0.2609150919168,-0.212194745910003,0.2019728400764,0.396406033465,-0.627218603324699,"G_00031"
