"","S01anc","S01Fluct_a","S01Fluct_b","S01Fluct_c","S01S17a","S01S17b","S01S17c","S01S23a","S01S23b","S01S23c","gene_id"
"1",0.666273607815128,0.45471171994983,-0.524830975727081,-0.26621277673726,0.662678931010914,-0.531926191407045,0.295702329901325,0.09655122921952,1.1047437031323,0.742175256195699,"G_00001"
"2",-0.144264381197675,-0.26184166769915,-0.320347687412102,0.0602418417756343,-0.95643201325221,-0.354735762872002,-0.0837612264351003,-0.63935563133195,-0.341688260610801,-0.687435414653802,"G_00002"
"3",0.887567564909376,0.680238343057139,0.331422179484014,0.0865775082098503,0.185176076705294,0.565984225800215,1.39573573866171,1.32512417444489,0.9416448975582,0.84073016597285,"G_00004"
"4",0.709890752653589,0.538647344411252,-0.0526827553946294,0.00793825794692005,0.43187808783081,0.415434676129816,1.53656311915835,1.40108459948422,0.877256072365175,0.530689796676284,"G_00005"
"5",-0.287999000987238,-0.494903353643747,-0.411904380826549,-0.52435202433635,0.0335179280413591,-0.884069167560089,-0.214370924014593,-0.217156601113639,-0.30657684394558,-0.0709196041824504,"G_00006"
"6",-0.359351146251914,0.24111940694489,0.534445892938049,0.816100484663824,-0.192774691683204,-0.339795725819691,-0.0151014839414998,0.516179856820674,0.230926787884701,-0.214489520815975,"G_00008"
"7",-0.164484528924181,-0.218429492529147,-0.0571413804680514,-0.263457697040998,-0.489359376838548,-0.423137819445052,-0.0703386692719998,-0.400749449690801,-0.271325850425201,-0.3003949904957,"G_00009"
"8",-0.416558530873961,-0.4232297080268,-0.49263655277295,-0.313121838978101,0.204261912812549,-1.23155476747315,-0.277814022260899,-0.730537547906901,-0.4887320475522,-0.1959919408533,"G_00010"
"9",0.780025065505332,-0.3373615053932,-0.423615785821525,-0.849355182242166,-2.12835151227952,0.497536487125134,-1.16473444291518,-1.12548139019607,-0.0783467632387946,-0.906946856350145,"G_00011"
"10",-0.461107870450055,0.406231328254196,1.73392581914072,-0.512483147755021,-0.34169069230041,-1.26254210883209,-0.535706178523785,0.190043339459359,0.967209669406386,0.444408318567615,"G_00012"
"11",0.310445494848385,0.141670892391801,0.170079001323802,0.247576233087201,0.3998227791911,0.229012575683499,0.441277744085149,0.4334311481275,0.14734460068715,0.499051615859649,"G_00013"
"12",-0.0787168548264571,-0.127863058565034,0.154441508990745,-0.187690584245146,0.347475818926745,0.903189927556329,0.176104850213866,0.493597207605366,0.249887142625544,-0.4031223649022,"G_00014"
"13",-0.113095193218159,-0.433884621827698,-0.328478899105799,-0.32606384168505,0.0261948679539981,-0.458299330828049,0.0870491655752511,-0.162753751629701,-0.1970742483934,-0.185326871937152,"G_00015"
"14",0.263950809665694,-0.12869152743385,-0.230649497788303,-0.202736338366501,-0.2811179937377,0.47140471527785,0.223184177062649,0.0483868028936504,0.0944966212619486,-0.0159433102768496,"G_00016"
